"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"8870",51,"false",0.386,0.594,1,-6.186,1,0.0566,0.0252,3.19e-06,0.0873,0.187,113.756,4,2017,"Pop"
"8872",62,"false",0.564,0.505,1,-14.835,1,0.0336,0.318,0,0.163,0.863,127.815,4,1970,"Both"
"8873",43,"false",0.396,0.351,4,-7.787,1,0.0655,0.591,0,0.158,0.245,182.457,3,2021,"Pop"
"8874",56,"false",0.671,0.53,1,-6.43,1,0.0284,0.367,0,0.321,0.485,103.327,3,2017,"Pop"
"8875",70,"false",0.391,0.402,0,-9.961,0,0.0539,0.289,0,0.243,0.228,143.879,4,1975,"Rock"
"8876",2,"false",0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.918,133.019,4,2013,"Both"
"8878",87,"false",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4,2000,"Rock"
"8879",66,"false",0.795,0.523,1,-7.165,1,0.0423,0.061,0,0.0914,0.855,133.024,4,2003,"Other"
"8880",64,"false",0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991,4,2016,"Pop"
"8881",29,"false",0.807,0.766,2,-5.185,1,0.0313,0.0808,3.8e-05,0.115,0.373,119.867,4,2009,"Pop"
"8882",54,"false",0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,4,2005,"Pop"
"8883",63,"false",0.771,0.809,2,-10.029,1,0.0461,0.003,0.0223,0.0252,0.886,120.038,4,2001,"Both"
"8884",65,"false",0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,4,1971,"Rock"
"8885",62,"false",0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,4,2019,"Pop"
"8886",70,"false",0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,4,2008,"Both"
"8887",55,"false",0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,4,2016,"Pop"
"8888",53,"false",0.546,0.643,6,-4.069,0,0.0437,0.0745,0,0.213,0.704,181.838,4,1995,"Pop"
"8891",67,"true",0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4,2011,"Pop"
"8892",66,"false",0.69,0.752,6,-11.47,0,0.0455,0.463,0.00102,0.595,0.97,126.005,4,1994,"Pop"
"8895",43,"false",0.352,0.34,2,-11.925,1,0.0295,0.349,0,0.0992,0.226,145.024,4,2016,"Pop"
"8896",80,"false",0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,1983,"Rock"
"8897",2,"false",0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,4,1976,"Pop"
"8901",65,"false",0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,4,2002,"Pop"
"8902",57,"false",0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4,1995,"Rock"
"8904",70,"false",0.62,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.691,127.215,4,1978,"Both"
"8906",53,"false",0.83,0.746,5,-6.286,0,0.0579,0.00456,0,0.26,0.646,125.992,4,2008,"Pop"
"8908",49,"false",0.718,0.532,5,-4.132,1,0.0298,0.0582,1.8e-06,0.0918,0.934,106.945,4,2010,"Other"
"8909",40,"false",0.587,0.826,11,-5.103,1,0.152,0.00361,0,0.327,0.505,123.907,4,2011,"Pop"
"8911",33,"false",0.711,0.696,7,-5.605,1,0.0515,0.0272,0.000888,0.105,0.724,100.119,4,2009,"Pop"
"8912",41,"false",0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,4,2019,"Pop"
"8913",54,"false",0.486,0.713,2,-3.949,0,0.0529,0.0853,0,0.0839,0.298,120.586,4,2017,"Pop"
"8914",65,"false",0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,5,2005,"Pop"
"8915",54,"false",0.283,0.859,2,-3.591,1,0.0375,1.1e-05,0.0446,0.0901,0.699,167.37,4,2003,"Rock"
"8917",49,"false",0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4,2007,"Both"
"8919",31,"false",0.569,0.389,9,-12.897,1,0.0381,0.203,0,0.105,0.449,73.901,4,2000,"Rock"
"8920",44,"false",0.7,0.786,6,-5.176,0,0.0325,0.00662,4.21e-05,0.0724,0.552,102.043,4,2002,"Pop"
"8921",56,"false",0.672,0.752,4,-4.866,1,0.0843,0.0046,0.00047,0.056,0.429,116.945,4,2019,"Pop"
"8922",39,"false",0.623,0.839,6,-4.725,1,0.391,0.571,0,0.293,0.689,87.277,4,2004,"Other"
"8923",34,"false",0.53,0.34,2,-9.308,1,0.0279,0.574,1.92e-06,0.144,0.231,76.959,5,2019,"Other"
"8924",44,"false",0.694,0.467,9,-14.437,1,0.0329,0.639,1.61e-05,0.0847,0.63,142.132,4,1989,"Both"
"8925",2,"false",0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,4,2009,"Pop"
"8926",28,"false",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,2022,"Pop"
"8927",61,"false",0.708,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.043,4,2011,"Pop"
"8929",60,"false",0.803,0.83,10,-4.636,0,0.0356,0.0144,0,0.103,0.935,111.033,4,2004,"Both"
"8931",33,"false",0.451,0.933,9,-4.743,1,0.058,0.000897,0.000431,0.29,0.431,126.94,4,1998,"Rock"
"8932",75,"false",0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,4,2020,"Pop"
"8933",49,"true",0.834,0.623,0,-6.236,0,0.06,0.0957,4.07e-06,0.0625,0.499,68.49,4,2004,"Other"
"8934",80,"false",0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,2008,"Pop"
"8935",19,"false",0.59,0.618,6,-6.446,1,0.0342,0.527,0,0.103,0.517,106.02,4,1971,"Rock"
"8936",40,"false",0.775,0.676,5,-10.582,0,0.042,0.0228,0,0.0631,0.646,129.948,4,1990,"Rock"
"8937",38,"false",0.515,0.291,7,-17.016,0,0.0302,0.311,0,0.288,0.781,84.264,4,1966,"Pop"
"8938",70,"false",0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,4,1971,"Rock"
"8939",33,"false",0.638,0.557,0,-11.34,1,0.111,0.729,1.05e-05,0.0986,0.915,112.893,4,1977,"Rock"
"8940",76,"true",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,2020,"Other"
"8941",53,"false",0.655,0.822,8,-5.755,1,0.211,0.14,0,0.298,0.859,171.983,4,2004,"Pop"
"8944",14,"false",0.704,0.753,7,-11.61,0,0.0469,0.271,0,0.107,0.867,120.495,4,1997,"Other"
"8945",12,"false",0.382,0.429,5,-7.054,1,0.0269,0.182,0,0.214,0.264,89.017,3,2017,"Both"
"8948",53,"false",0.638,0.44,0,-10.892,1,0.0348,0.722,0,0.515,0.904,125.483,4,1963,"Pop"
"8949",47,"false",0.372,0.919,11,-1.68,0,0.3,0.0987,0,0.234,0.419,182.785,4,2017,"Pop"
"8951",4,"false",0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,4,1980,"Rock"
"8952",73,"true",0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,4,2010,"Pop"
"8954",8,"false",0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52e-06,0.232,0.431,124.023,4,2015,"Pop"
"8955",72,"false",0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,4,1986,"Rock"
"8956",80,"false",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,2018,"Pop"
"8957",39,"false",0.733,0.84,0,-4.208,1,0.0333,0.00752,0,0.142,0.798,107.932,4,2011,"Pop"
"8958",36,"false",0.556,0.588,9,-6.274,1,0.0325,0.307,0,0.0956,0.298,144.979,4,2014,"Pop"
"8959",54,"false",0.651,0.945,10,-7.922,1,0.0361,0.169,0.475,0.15,0.939,112.292,4,1976,"Both"
"8960",35,"false",0.74,0.567,8,-5.283,0,0.0702,0.0327,0,0.402,0.916,90.094,4,2002,"Other"
"8961",58,"false",0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,4,2001,"Pop"
"8962",50,"false",0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,4,1999,"Pop"
"8963",19,"false",0.691,0.234,2,-17.215,1,0.0357,0.689,0.0346,0.112,0.528,88.559,4,1993,"Both"
"8964",29,"false",0.163,0.172,9,-10.672,1,0.0312,0.697,0.000688,0.161,0.107,55.305,4,2016,"Pop"
"8965",52,"false",0.553,0.917,1,-4.658,1,0.0424,0.00847,0.0975,0.251,0.433,124.001,4,2006,"Rock"
"8966",39,"false",0.571,0.809,7,-5.994,1,0.0319,0.0013,0.00183,0.352,0.733,122.645,4,1996,"Rock"
"8967",80,"false",0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,4,2017,"Pop"
"8968",80,"false",0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,4,2001,"Both"
"8969",4,"false",0.584,0.788,2,-4.265,1,0.0295,0.00635,0,0.11,0.43,129.002,4,2008,"Other"
"8971",82,"false",0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,2023,"Other"
"8972",46,"false",0.569,0.428,7,-13.038,1,0.0292,0.457,5.08e-06,0.105,0.617,113.168,4,2002,"Other"
"8973",73,"false",0.753,0.931,2,-4.922,1,0.0653,0.00994,0.00696,0.234,0.767,113.026,4,2009,"Pop"
"8974",73,"false",0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,4,1985,"Pop"
"8976",71,"false",0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,1999,"Rock"
"8977",69,"true",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,2018,"Pop"
"8978",39,"false",0.542,0.8,8,-5.362,1,0.0804,6.69e-05,0.00541,0.79,0.41,127.964,4,2009,"Pop"
"8980",65,"false",0.555,0.578,11,-7.942,0,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,4,1999,"Both"
"8984",28,"false",0.407,0.971,9,-1.461,0,0.112,7.2e-05,0.00802,0.219,0.431,159.15,4,1998,"Rock"
"8985",8,"false",0.528,0.429,11,-7.155,1,0.0256,0.205,0.00143,0.102,0.723,104.766,3,2014,"Pop"
"8987",67,"false",0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.276,95.799,4,2018,"Pop"
"8988",39,"false",0.514,0.533,4,-12.024,0,0.033,0.25,0.00428,0.575,0.626,117.684,4,1968,"Pop"
"8989",69,"false",0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,4,1984,"Both"
"8991",40,"true",0.427,0.884,4,-8.631,1,0.0905,0.0301,0.211,0.109,0.623,176.563,3,1996,"Rock"
"8992",54,"false",0.724,0.704,11,-8.258,0,0.0511,0.113,0.00425,0.466,0.96,107.486,4,2006,"Both"
"8993",44,"false",0.343,0.491,8,-11.465,1,0.0337,0.0982,3.92e-06,0.351,0.687,114.761,4,2002,"Pop"
"8995",72,"false",0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,4,2012,"Other"
"8998",57,"false",0.261,0.964,9,-6.654,1,0.0638,0.00141,2.87e-05,0.183,0.326,162.902,3,1995,"Rock"
"8999",30,"false",0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0836,0.21,0.939,110.855,4,2013,"Both"
"9000",70,"false",0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,4,2011,"Pop"
"9002",25,"false",0.647,0.852,2,-11.169,1,0.0512,0.11,0.000283,0.237,0.436,125.908,4,1989,"Rock"
"9003",59,"false",0.706,0.44,4,-11.577,1,0.0493,0.763,0,0.0958,0.395,90.012,4,1991,"Both"
"9004",71,"true",0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,4,2020,"Pop"
"9007",55,"false",0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45e-06,0.103,0.723,106.862,4,1991,"Both"
"9008",69,"false",0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,4,2020,"Pop"
"9010",59,"false",0.526,0.895,5,-5.407,0,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,4,2009,"Both"
"9011",34,"true",0.781,0.843,7,-3.445,1,0.0349,0.0672,1.27e-06,0.0637,0.616,111.992,4,2021,"Pop"
"9012",13,"false",0.663,0.716,5,-7.154,1,0.176,0.128,0,0.342,0.688,161.852,4,2020,"Pop"
"9015",28,"false",0.712,0.864,5,-6.99,1,0.0399,0.0516,0.0115,0.173,0.934,121.474,4,2009,"Pop"
"9016",64,"true",0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,4,2016,"Pop"
"9017",64,"false",0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.597,0.219,0.35,124.046,4,2004,"Rock"
"9020",38,"false",0.588,0.964,11,-4.099,1,0.0982,0.0291,0,0.145,0.802,129.975,4,2017,"Pop"
"9021",73,"false",0.514,0.637,0,-6.418,1,0.0363,0.213,2.27e-06,0.389,0.18,80.401,4,2007,"Rock"
"9023",62,"false",0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,2020,"Pop"
"9024",17,"false",0.429,0.482,0,-11.707,1,0.0272,0.0263,0.28,0.149,0.68,177.579,4,2016,"Rock"
"9025",35,"false",0.312,0.499,7,-6.282,1,0.0397,0.272,0,0.0901,0.191,148.173,4,2017,"Pop"
"9026",40,"false",0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,4,2010,"Other"
"9027",79,"false",0.552,0.315,3,-11.028,1,0.0299,0.828,5.52e-06,0.101,0.324,128.187,4,1970,"Rock"
"9028",40,"false",0.711,0.624,0,-8.011,1,0.08,0.421,2.27e-06,0.271,0.703,118.137,4,1988,"Pop"
"9029",9,"false",0.701,0.496,0,-12.57,1,0.128,0.857,0.00332,0.0439,0.938,108.679,4,1991,"Rock"
"9030",71,"true",0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,4,1999,"Rock"
"9031",59,"false",0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,4,2012,"Pop"
"9032",48,"false",0.812,0.877,7,-7.596,1,0.0399,0.099,0.00441,0.135,0.885,125.916,4,1995,"Other"
"9034",12,"false",0.638,0.874,9,-5.009,0,0.0508,0.00361,3.21e-05,0.075,0.262,112.077,4,2020,"Other"
"9037",53,"false",0.563,0.476,4,-13.342,1,0.0329,0.265,0,0.494,0.432,121.67,4,1985,"Pop"
"9040",48,"false",0.681,0.944,11,-6.956,1,0.0374,0.187,0.000202,0.127,0.432,129.988,4,2000,"Other"
"9041",23,"false",0.685,0.841,7,-4.863,1,0.114,0.0254,1.51e-06,0.31,0.813,82.008,4,2003,"Other"
"9042",52,"false",0.619,0.858,10,-5.28,1,0.0929,0.00791,0,0.173,0.23,106.017,4,2017,"Pop"
"9044",54,"false",0.559,0.504,7,-9.455,1,0.0246,0.106,0,0.13,0.479,89.051,4,1996,"Both"
"9047",37,"false",0.695,0.81,6,-7.898,0,0.0547,0.087,0.00678,0.06,0.39,108.724,4,2012,"Rock"
"9048",30,"false",0.695,0.168,7,-23.092,1,0.0397,0.89,0.0271,0.121,0.557,117.939,3,1992,"Pop"
"9050",77,"false",0.633,0.357,5,-9.366,0,0.0264,0.107,0,0.133,0.672,104.938,4,1979,"Rock"
"9051",26,"false",0.663,0.628,11,-11.149,0,0.0289,0.00686,0,0.139,0.938,118.159,4,1987,"Rock"
"9053",64,"false",0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,4,2000,"Rock"
"9054",29,"false",0.349,0.667,7,-7.407,1,0.0329,0.208,1.5e-06,0.317,0.84,147.414,3,1983,"Both"
"9055",16,"false",0.337,0.608,11,-9.827,0,0.0715,0.523,0,0.227,0.381,136.306,4,2005,"Rock"
"9056",58,"false",0.587,0.918,4,-4.878,0,0.0581,0.0636,0,0.267,0.629,134.055,4,2013,"Both"
"9057",34,"false",0.613,0.656,0,-2.955,1,0.0468,0.194,0,0.221,0.443,144.993,4,2019,"Pop"
"9058",50,"false",0.45,0.607,3,-2.692,0,0.0338,0.0131,0.000267,0.137,0.189,123.758,4,2021,"Rock"
"9059",23,"false",0.412,0.445,0,-7.42,1,0.0305,0.683,0.000364,0.209,0.281,126.463,4,1962,"Rock"
"9060",50,"false",0.661,0.535,0,-12.173,1,0.0677,0.438,1.62e-05,0.319,0.687,119.545,4,1973,"Rock"
"9062",39,"false",0.637,0.887,7,-3.363,1,0.0384,0.00279,0,0.0458,0.901,117.978,4,2011,"Pop"
"9063",10,"false",0.781,0.419,7,-10.302,1,0.0425,0.0546,0.0449,0.0995,0.64,109.503,3,1966,"Rock"
"9064",43,"false",0.922,0.811,11,-5.698,0,0.235,0.0133,0.00518,0.0512,0.792,128.035,4,2013,"Other"
"9065",39,"false",0.658,0.919,5,-2.455,1,0.171,0.166,0,0.123,0.516,127.916,4,2012,"Pop"
"9066",65,"false",0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7,4,2021,"Pop"
"9067",21,"false",0.744,0.626,1,-8.539,1,0.0317,0.716,3.49e-06,0.449,0.7,107.432,4,2019,"Other"
"9068",53,"false",0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,4,2014,"Pop"
"9069",54,"false",0.804,0.233,2,-14.17,1,0.0312,0.64,0.106,0.0854,0.583,90.639,4,1977,"Rock"
"9070",70,"false",0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,4,2008,"Other"
"9071",68,"false",0.682,0.679,1,-11.548,1,0.0755,0.103,0.00831,0.204,0.251,131.157,4,1980,"Pop"
"9073",44,"false",0.608,0.737,1,-7.573,0,0.0369,0.212,0.000202,0.0995,0.632,164.345,4,2017,"Rock"
"9075",73,"false",0.751,0.781,4,-3.724,1,0.0862,0.0039,0,0.036,0.814,119.977,4,2010,"Pop"
"9076",53,"false",0.562,0.793,7,-7.774,1,0.0526,0.705,0,0.222,0.57,140.838,4,1967,"Rock"
"9077",19,"false",0.483,0.816,4,-3.26,1,0.0316,0.0782,0.000212,0.173,0.398,91.965,4,2005,"Pop"
"9078",4,"false",0.575,0.948,8,-6.173,1,0.0945,0.333,0,0.0656,0.948,137.408,4,1964,"Rock"
"9079",43,"false",0.685,0.767,9,-4.628,0,0.0974,0.106,0,0.163,0.722,113.827,4,2015,"Pop"
"9081",51,"false",0.645,0.933,9,-6.955,1,0.0532,0.129,1.03e-05,0.0443,0.695,142.615,4,1988,"Both"
"9082",43,"false",0.482,0.59,1,-6.399,1,0.0485,0.202,2.48e-05,0.0592,0.27,89.354,4,2015,"Pop"
"9083",36,"false",0.751,0.389,9,-15.635,1,0.0274,0.241,0.00602,0.136,0.768,110.485,4,1974,"Rock"
"9085",35,"false",0.489,0.568,4,-8.085,0,0.0297,0.507,0,0.169,0.205,150.061,4,2003,"Pop"
"9086",51,"false",0.461,0.955,11,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,4,2005,"Other"
"9087",72,"false",0.73,0.718,8,-3.496,1,0.0478,0.0284,0,0.0892,0.127,135.045,4,2016,"Pop"
"9088",27,"false",0.747,0.73,11,-8.028,0,0.0512,0.239,0.014,0.39,0.547,119.998,4,2020,"Other"
"9090",32,"false",0.73,0.717,2,-3.983,1,0.0873,0.177,4.34e-06,0.0628,0.703,122.709,4,2005,"Rock"
"9091",45,"false",0.701,0.937,7,-4.845,1,0.0299,0.101,9.61e-05,0.0674,0.923,108.993,4,1998,"Pop"
"9092",20,"false",0.795,0.817,1,-6.775,1,0.0547,0.00414,0,0.451,0.747,113.15,4,2014,"Rock"
"9093",44,"false",0.307,0.95,11,-3.427,0,0.138,0.00054,7.43e-05,0.313,0.524,127.895,4,1972,"Rock"
"9095",51,"false",0.636,0.805,9,-4.594,1,0.328,0.0161,0,0.0794,0.908,92.95,4,2018,"Pop"
"9096",74,"false",0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,4,2005,"Other"
"9097",18,"false",0.646,0.653,3,-5.588,1,0.0892,0.045,0,0.0904,0.729,144.036,4,2007,"Other"
"9098",1,"true",0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4,2011,"Pop"
"9099",72,"false",0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,2017,"Pop"
"9100",15,"false",0.652,0.778,10,-9.743,1,0.127,0.639,0,0.173,0.825,134.621,4,1967,"Pop"
"9101",71,"false",0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,4,1981,"Rock"
"9102",38,"false",0.545,0.837,11,-9.439,0,0.0434,0.0357,0.00243,0.106,0.78,128.357,4,1985,"Pop"
"9103",61,"false",0.474,0.918,7,-4.21,1,0.177,0.129,0,0.238,0.655,164.049,4,1978,"Rock"
"9104",25,"false",0.357,0.767,1,-5.252,1,0.0601,0.424,0,0.0381,0.549,134.001,4,1974,"Other"
"9106",68,"true",0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4,2018,"Pop"
"9107",65,"false",0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,4,2000,"Pop"
"9108",19,"false",0.861,0.652,2,-6.31,1,0.0636,0.0464,0.0045,0.0998,0.885,101.307,4,2014,"Other"
"9109",65,"false",0.337,0.684,2,-7.674,1,0.0495,0.0319,6.57e-06,0.342,0.404,88.772,4,1978,"Rock"
"9110",36,"false",0.432,0.783,0,-4.349,1,0.0387,0.402,0,0.67,0.948,201.694,4,1970,"Rock"
"9112",45,"false",0.683,0.806,9,-7.574,1,0.042,0.125,0.000548,0.191,0.962,118.032,4,1984,"Both"
"9113",47,"false",0.572,0.197,2,-16.693,1,0.0324,0.902,0.0212,0.0881,0.388,112.338,3,1970,"Rock"
"9114",33,"false",0.349,0.756,8,-8.052,1,0.029,0.009,0,0.332,0.496,169.85,4,2002,"Rock"
"9115",60,"false",0.837,0.793,11,-5.048,0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988,4,2017,"Pop"
"9116",42,"false",0.68,0.672,0,-6.199,1,0.0814,0.0202,0,0.224,0.495,149.994,4,2008,"Pop"
"9118",38,"false",0.704,0.893,4,-8.038,0,0.0477,0.121,0.00322,0.19,0.644,114.953,4,1989,"Pop"
"9119",53,"false",0.33,0.983,0,-3.038,1,0.0932,0.0664,4.68e-05,0.491,0.0968,136.952,4,1995,"Both"
"9121",13,"false",0.582,0.441,10,-12.2,1,0.0337,0.729,0,0.148,0.865,132.338,4,2011,"Other"
"9122",35,"false",0.706,0.712,4,-4.819,0,0.0358,0.111,0,0.121,0.783,117.007,4,2014,"Pop"
"9123",49,"false",0.412,0.376,4,-11.789,1,0.0289,0.609,0.00223,0.11,0.153,69.064,4,1990,"Other"
"9125",56,"false",0.706,0.855,10,-5.378,1,0.221,0.0898,0,0.347,0.299,107.184,4,2018,"Pop"
"9128",1,"false",0.723,0.814,1,-3.821,1,0.031,0.0399,0,0.0642,0.938,123.986,4,2004,"Pop"
"9129",36,"false",0.68,0.514,7,-14.358,1,0.0343,0.157,0.0192,0.348,0.783,117.316,4,1989,"Both"
"9131",70,"false",0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,4,1999,"Both"
"9132",60,"false",0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,4,1995,"Both"
"9133",23,"false",0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,4,2021,"Pop"
"9134",32,"false",0.53,0.816,11,-4.384,1,0.0713,0.00445,0,0.189,0.593,142.17,4,2013,"Both"
"9135",81,"false",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,2007,"Pop"
"9136",35,"false",0.614,0.966,4,-3.954,0,0.0487,0.115,0,0.389,0.865,89.974,4,1998,"Other"
"9142",68,"false",0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0,0.092,0.568,89.956,4,2008,"Rock"
"9143",79,"false",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4,2010,"Pop"
"9144",66,"false",0.768,0.881,9,-3.988,1,0.0301,0.00133,0.000141,0.0551,0.961,130.016,4,2007,"Pop"
"9146",58,"false",0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,4,2000,"Other"
"9147",30,"false",0.603,0.774,3,-6.066,0,0.0428,0.0288,0.052,0.0533,0.48,124.993,4,2012,"Pop"
"9148",43,"true",0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,4,2001,"Rock"
"9149",1,"false",0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,4,1985,"Rock"
"9150",16,"false",0.402,0.696,8,-4.798,0,0.0448,0.0476,0,0.628,0.227,180.107,3,2012,"Pop"
"9152",65,"false",0.476,0.979,4,-3.506,0,0.132,0.0014,0.00729,0.0944,0.416,140.404,4,1989,"Rock"
"9153",15,"false",0.68,0.708,5,-7.604,0,0.0393,0.045,0.00346,0.363,0.233,121.992,4,2013,"Pop"
"9154",64,"false",0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4,2014,"Pop"
"9155",62,"false",0.788,0.906,10,-5.863,0,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4,2023,"Pop"
"9156",56,"false",0.449,0.776,2,-5.594,1,0.0322,0.00171,0,0.0698,0.198,148.11,4,2001,"Rock"
"9157",1,"false",0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914,4,2019,"Pop"
"9158",77,"false",0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4,2010,"Pop"
"9159",54,"false",0.551,0.628,2,-13.799,1,0.036,0.0327,0.000199,0.153,0.778,142.169,4,1981,"Both"
"9162",1,"false",0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,4,2017,"Pop"
"9163",63,"false",0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,4,1979,"Rock"
"9165",46,"false",0.337,0.784,2,-7.334,1,0.0359,0.118,0.000452,0.4,0.212,134.109,4,1982,"Both"
"9166",59,"false",0.399,0.805,4,-7.306,1,0.0408,0.0387,5.36e-05,0.109,0.32,158.455,4,2002,"Other"
"9167",54,"false",0.547,0.793,9,-7.78,1,0.0307,0.291,0,0.329,0.708,119.298,4,1975,"Pop"
"9169",55,"false",0.367,0.881,7,-4.752,1,0.127,0.00313,0,0.185,0.514,164.028,4,2009,"Pop"
"9170",61,"false",0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,2014,"Pop"
