"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"307",75,"false",0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,4,2014,"Other"
"310",26,"false",0.446,0.419,9,-12.618,1,0.0568,0.419,0,0.0895,0.447,130.097,5,2014,"Both"
"314",43,"false",0.787,0.899,9,-2.014,0,0.034,0.104,0.00181,0.126,0.48,125.009,4,2007,"Pop"
"315",73,"false",0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,4,2001,"Rock"
"317",56,"false",0.627,0.723,1,-6.241,0,0.0341,0.0141,3.66e-05,0.118,0.596,97.555,4,2000,"Pop"
"318",62,"true",0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,4,2001,"Rock"
"319",36,"false",0.662,0.828,0,-3.629,1,0.0302,0.014,0.0037,0.185,0.768,105.845,4,2014,"Rock"
"320",18,"false",0.773,0.663,6,-7.503,0,0.0583,0.0135,0.00119,0.118,0.92,122.555,4,2012,"Other"
"321",67,"false",0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,4,1999,"Pop"
"322",65,"false",0.415,0.713,5,-5.55,1,0.0278,0.251,0.00197,0.289,0.579,125.056,4,1975,"Pop"
"323",72,"false",0.713,0.639,2,-5.529,0,0.0313,0.753,0,0.0878,0.737,125.959,4,2003,"Pop"
"324",49,"false",0.351,0.749,2,-9.435,1,0.0628,0.289,0,0.0952,0.967,160.673,4,1963,"Rock"
"325",33,"false",0.597,0.758,1,-3.826,0,0.0426,0.189,0,0.36,0.385,122.87,4,2012,"Pop"
"327",75,"false",0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,4,2002,"Both"
"328",45,"false",0.369,0.618,6,-6.304,0,0.249,0.161,0,0.257,0.467,191.863,4,2016,"Pop"
"329",21,"false",0.823,0.945,0,-8.342,1,0.0331,0.284,0.013,0.0702,0.96,140.262,4,1980,"Both"
"330",80,"false",0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,4,1980,"Rock"
"331",46,"false",0.624,0.432,7,-11.132,1,0.0344,0.656,0,0.0785,0.935,127.69,4,1990,"Rock"
"332",53,"false",0.767,0.449,8,-7.158,0,0.0364,0.024,0.000299,0.151,0.908,95.03,4,2014,"Pop"
"333",37,"false",0.818,0.849,7,-4.185,1,0.0905,0.164,4.36e-05,0.165,0.638,100.503,4,2004,"Pop"
"334",38,"false",0.645,0.697,5,-4.733,0,0.0285,0.0739,0.000842,0.575,0.25,130.001,4,2008,"Pop"
"335",60,"false",0.714,0.658,4,-11.342,1,0.0375,0.654,0.0914,0.778,0.85,110.97,4,1988,"Both"
"337",64,"false",0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,4,2017,"Pop"
"338",23,"false",0.74,0.923,10,-2.717,0,0.048,0.0142,0.00655,0.0483,0.686,110.088,4,2017,"Other"
"339",74,"true",0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4,2017,"Both"
"340",36,"false",0.566,0.668,9,-10.345,1,0.0299,0.0064,0,0.228,0.639,117.724,4,2008,"Other"
"341",73,"false",0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4,1969,"Rock"
"343",52,"false",0.555,0.923,6,-4.748,0,0.161,0.197,0,0.0778,0.363,118.007,4,2019,"Both"
"344",2,"true",0.356,0.567,0,-7.011,0,0.0798,0.0861,0,0.137,0.109,135.553,5,2015,"Pop"
"345",74,"false",0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,4,2005,"Pop"
"346",39,"false",0.458,0.905,0,-4.157,1,0.0451,0.000431,0,0.378,0.553,176.667,4,2017,"Other"
"347",25,"false",0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,4,2017,"Pop"
"348",72,"false",0.654,0.929,1,-5.906,1,0.0998,0.0474,0,0.0538,0.902,144.769,4,1975,"Rock"
"351",36,"false",0.51,0.469,10,-11.671,1,0.0421,0.7,8.05e-06,0.163,0.361,110.23,4,1992,"Pop"
"352",41,"false",0.403,0.902,9,-4.829,1,0.049,0.0118,0.00776,0.0975,0.687,76.758,4,1968,"Other"
"355",71,"false",0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,4,1980,"Rock"
"356",14,"false",0.594,0.378,2,-7.05,1,0.0256,0.68,0,0.0859,0.386,87.025,4,2016,"Other"
"359",74,"true",0.688,0.784,2,-2.972,1,0.0747,0.182,0,0.0843,0.563,100.003,4,2010,"Pop"
"360",36,"false",0.562,0.802,9,-12.423,0,0.0318,0.0096,0.662,0.0919,0.316,127.964,4,2014,"Other"
"361",35,"false",0.547,0.842,10,-2.753,0,0.135,0.0127,0,0.0379,0.88,175.996,4,2012,"Pop"
"363",21,"false",0.571,0.924,0,-5.079,1,0.0651,0.0127,0.0899,0.114,0.508,129.599,4,1977,"Pop"
"365",34,"false",0.765,0.441,9,-9.754,0,0.0698,0.299,0,0.07,0.884,162.946,4,2005,"Both"
"366",49,"false",0.685,0.466,0,-9.074,1,0.0304,0.791,2.06e-06,0.0914,0.353,79.936,4,2012,"Both"
"367",9,"false",0.666,0.9,9,-6.199,1,0.197,0.278,0,0.8,0.808,95.031,4,2005,"Both"
"368",24,"false",0.556,0.743,9,-10.077,1,0.0458,0.217,0.000109,0.442,0.763,92.93,4,1971,"Rock"
"369",16,"false",0.469,0.183,0,-15.102,1,0.0323,0.902,0.104,0.105,0.182,93.086,3,1990,"Pop"
"370",23,"false",0.616,0.878,7,-4.353,1,0.0546,0.179,0,0.844,0.788,120.781,4,2006,"Pop"
"373",73,"false",0.766,0.478,7,-13.487,1,0.0329,0.0513,2.49e-06,0.165,0.965,114.02,4,1989,"Rock"
"375",62,"false",0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,4,1978,"Rock"
"376",25,"false",0.564,0.81,3,-6.287,1,0.0296,0.0176,0.467,0.155,0.713,76.957,4,1994,"Pop"
"377",77,"false",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,2012,"Pop"
"378",43,"false",0.384,0.846,7,-5.591,1,0.0365,0.151,7.73e-05,0.0913,0.272,90.172,4,1987,"Rock"
"380",64,"false",0.385,0.705,1,-6.849,1,0.0601,0.0026,0.000184,0.686,0.24,179.948,4,2013,"Pop"
"381",45,"false",0.74,0.835,9,-5.625,0,0.038,0.0694,4.67e-05,0.149,0.886,103.029,4,2007,"Other"
"382",82,"false",0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,2003,"Other"
"383",9,"false",0.61,0.696,1,-4.999,0,0.036,0.000708,0.0341,0.42,0.487,126.011,4,2010,"Other"
"384",24,"false",0.662,0.838,5,-5.232,0,0.0259,0.0079,7.04e-05,0.137,0.667,110.964,4,2011,"Pop"
"385",61,"false",0.721,0.74,1,-5.453,1,0.0413,0.113,4.07e-05,0.0847,0.716,104.812,4,1998,"Pop"
"386",66,"false",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,2008,"Pop"
"387",38,"false",0.497,0.739,7,-7.275,1,0.0355,0.211,0,0.58,0.308,90.031,4,1998,"Pop"
"390",40,"false",0.441,0.954,8,-3.702,1,0.059,0.000464,0.000332,0.0529,0.146,175.027,4,2014,"Pop"
"391",45,"false",0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.221,0.199,130.127,4,2003,"Pop"
"392",21,"false",0.713,0.523,9,-9.446,1,0.0323,0.817,1.18e-06,0.104,0.965,127.254,4,2011,"Other"
"393",55,"false",0.701,0.794,9,-6.16,1,0.0757,0.301,5.68e-05,0.179,0.409,99.104,4,1980,"Rock"
"395",60,"false",0.641,0.967,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.017,4,2011,"Rock"
"397",70,"false",0.62,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.691,127.215,4,1978,"Both"
"398",49,"false",0.61,0.611,0,-4.652,0,0.0297,0.0129,0,0.174,0.417,104.943,3,2023,"Other"
"400",77,"false",0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,4,2009,"Pop"
"401",74,"false",0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4,1984,"Both"
"402",62,"false",0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,4,2015,"Pop"
"403",53,"false",0.754,0.933,0,-5.786,1,0.0448,0.0199,0,0.297,0.75,103.992,4,2012,"Pop"
"405",31,"false",0.673,0.701,2,-12.632,1,0.0491,0.0303,3.65e-06,0.163,0.558,119.091,4,1991,"Both"
"406",45,"false",0.708,0.693,11,-9.557,1,0.0917,0.211,0.000515,0.162,0.892,108.319,4,2011,"Other"
"407",39,"false",0.645,0.732,2,-5.874,1,0.0482,0.0136,0,0.513,0.336,120.06,4,2014,"Pop"
"408",38,"false",0.568,0.575,10,-7.769,0,0.029,0.126,1e-04,0.114,0.333,133.093,4,2009,"Rock"
"409",64,"false",0.543,0.729,6,-5.357,0,0.0498,0.00265,0.01,0.427,0.282,174.982,4,2013,"Pop"
"411",60,"false",0.59,0.903,1,-4.478,0,0.0363,0.0232,0,0.0786,0.542,107.023,4,2008,"Pop"
"412",63,"false",0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,4,1983,"Both"
"413",76,"false",0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,4,2005,"Both"
"414",50,"false",0.804,0.672,11,-4.614,0,0.122,0.256,1.02e-05,0.0906,0.778,111.023,4,2019,"Pop"
"415",66,"false",0.454,0.946,1,-5.978,0,0.13,0.0223,0,0.173,0.647,138.18,4,1978,"Rock"
"416",50,"false",0.513,0.92,6,-6.664,1,0.0511,0.0166,0.0282,0.178,0.963,166.186,4,1970,"Rock"
"417",58,"false",0.534,0.888,8,-4.667,0,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,4,2002,"Pop"
"418",19,"false",0.629,0.559,5,-5.184,0,0.0761,0.0839,0,0.113,0.457,75.888,3,2019,"Pop"
"419",41,"false",0.366,0.816,0,-5.135,1,0.0331,0.000112,0.021,0.136,0.608,152.085,4,1982,"Both"
"420",16,"false",0.576,0.843,4,-3.727,0,0.0403,0.00614,0.00123,0.162,0.233,127.012,4,2012,"Other"
"423",14,"false",0.526,0.637,7,-7.453,1,0.0316,0.219,1.8e-06,0.199,0.564,123.048,4,2019,"Other"
"430",47,"false",0.577,0.893,2,-5.113,1,0.087,0.147,0.802,0.0864,0.86,142.424,4,1981,"Pop"
"432",68,"false",0.723,0.969,6,-4.516,1,0.142,0.0643,0,0.115,0.728,126.653,4,1978,"Both"
"434",24,"false",0.376,0.492,3,-14.129,1,0.0441,0.38,0,0.244,0.796,203.578,4,2006,"Pop"
"435",54,"false",0.709,0.62,2,-9.382,1,0.034,0.318,0,0.0426,0.936,93.723,4,1964,"Both"
"436",69,"false",0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,4,1984,"Both"
"437",56,"false",0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,4,2011,"Pop"
"438",12,"false",0.653,0.837,11,-5.424,1,0.0666,0.103,0.00211,0.798,0.632,124.678,4,2011,"Rock"
"440",63,"false",0.794,0.798,8,-5.639,1,0.0366,0.429,1.16e-05,0.118,0.265,100.338,4,1995,"Other"
"441",25,"false",0.711,0.819,0,-7.166,1,0.0335,0.092,5.3e-05,0.0699,0.88,130.224,4,2005,"Other"
"442",77,"false",0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.62,4,1981,"Both"
"444",41,"false",0.562,0.687,0,-12.745,1,0.0727,0.0969,0.00215,0.151,0.813,170.386,4,1982,"Pop"
"445",22,"false",0.945,0.824,1,-7.182,1,0.241,0.0591,0.000753,0.129,0.704,125.241,4,1998,"Other"
"446",51,"false",0.407,0.17,10,-13.409,1,0.0341,0.76,0,0.0737,0.577,124.047,4,1989,"Other"
"447",28,"false",0.61,0.807,5,-4.997,1,0.0305,0.0769,2.64e-06,0.376,0.689,112.031,4,2000,"Other"
"452",51,"false",0.439,0.205,5,-11.16,1,0.0342,0.826,4.43e-05,0.105,0.149,127.905,4,1972,"Rock"
"453",18,"false",0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,4,1967,"Rock"
"454",51,"false",0.716,0.736,1,-5.18,0,0.0363,0.336,1.4e-05,0.137,0.542,104.018,4,2021,"Pop"
"457",46,"true",0.887,0.547,1,-9.474,1,0.264,0.205,0,0.176,0.592,96.847,4,1997,"Other"
"458",56,"false",0.687,0.51,10,-8.501,1,0.076,0.745,0,0.117,0.666,122.253,4,1967,"Other"
"460",45,"false",0.683,0.367,6,-7.865,1,0.0626,0.712,4.6e-06,0.105,0.339,91.006,4,2015,"Other"
"462",37,"false",0.596,0.827,7,-6.037,1,0.0736,0.0788,0.00699,0.122,0.508,151.588,4,1996,"Both"
"463",55,"false",0.812,0.507,1,-8.825,0,0.0452,0.0399,0.0831,0.0671,0.729,114.832,4,1979,"Rock"
"464",63,"false",0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,4,2020,"Pop"
"465",49,"false",0.495,0.769,9,-4.581,1,0.0282,0.0753,0,0.284,0.442,145.031,4,1998,"Both"
"466",36,"false",0.802,0.7,10,-9.316,0,0.0789,0.134,0.00104,0.0649,0.974,83.617,4,1972,"Other"
"467",1,"false",0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,4,1995,"Both"
"469",45,"false",0.844,0.779,0,-5.375,1,0.0572,0.0067,0.0064,0.0268,0.963,134.973,4,2004,"Other"
"470",62,"false",0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,4,2006,"Other"
"471",61,"false",0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,4,1965,"Other"
"472",17,"false",0.645,0.702,9,-5.003,1,0.0336,0.259,0,0.0402,0.89,128.044,4,2004,"Both"
"473",9,"false",0.672,0.937,10,-4.913,1,0.0513,0.104,0.158,0.0522,0.844,110.167,4,2006,"Pop"
"474",24,"false",0.787,0.638,7,-10.26,1,0.0314,0.0576,4.38e-05,0.0515,0.923,120.074,4,2015,"Rock"
"475",77,"false",0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4,2018,"Pop"
"476",49,"false",0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,4,1984,"Rock"
"477",35,"false",0.742,0.516,5,-10.356,0,0.0474,0.595,0.00142,0.151,0.689,93.008,4,1997,"Pop"
"478",63,"false",0.676,0.733,0,-7.745,1,0.0294,0.191,0,0.192,0.591,98.234,3,1998,"Other"
"479",51,"false",0.641,0.836,0,-7.155,1,0.0284,0.105,0.0335,0.0714,0.659,113.758,4,1987,"Rock"
"481",73,"false",0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,4,2014,"Both"
"482",36,"false",0.542,0.613,4,-5.724,1,0.025,0.0808,0,0.126,0.267,92.035,4,2006,"Pop"
"484",72,"false",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,2019,"Pop"
"489",31,"false",0.777,0.88,9,-10.057,1,0.0546,0.0916,0,0.332,0.71,124.037,4,1995,"Both"
"490",77,"false",0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4,2015,"Both"
"491",1,"false",0.585,0.983,7,-6.271,1,0.256,0.00483,0.00636,0.293,0.15,152.573,4,1998,"Other"
"492",25,"false",0.656,0.652,1,-10.031,1,0.0342,0.0241,9.34e-06,0.0574,0.963,128.075,4,2007,"Other"
"493",42,"false",0.641,0.787,0,-4.271,1,0.0375,0.0268,0,0.11,0.916,93.01,4,2011,"Both"
"494",80,"false",0.601,0.532,10,-9.119,1,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,4,1972,"Rock"
"496",58,"false",0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4,2012,"Pop"
"499",51,"false",0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,3,1976,"Other"
"500",66,"false",0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,4,2011,"Rock"
"502",10,"false",0.656,0.718,4,-9.638,1,0.1,0.611,0,0.075,0.663,121.854,4,2014,"Rock"
"503",54,"false",0.613,0.307,2,-17.385,1,0.0414,0.387,4.52e-06,0.087,0.789,117.305,4,1965,"Rock"
"506",57,"false",0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,4,2019,"Pop"
"507",58,"true",0.668,0.829,11,-2.748,0,0.0334,0.00572,0,0.358,0.648,127,4,2012,"Pop"
"508",29,"false",0.585,0.759,7,-6.257,1,0.0295,0.0867,0,0.07,0.945,132.913,4,2006,"Rock"
"509",51,"false",0.734,0.71,6,-9.164,0,0.0389,0.0915,2.28e-05,0.0635,0.715,107.901,4,2010,"Both"
"510",2,"false",0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,4,1999,"Both"
"512",67,"false",0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4,2003,"Rock"
"513",70,"false",0.929,0.463,9,-8.651,1,0.308,0.143,5.3e-06,0.0634,0.755,124.084,4,1983,"Other"
"514",54,"false",0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,4,1979,"Pop"
"516",4,"false",0.575,0.779,4,-6.916,0,0.0305,0.0305,0.0651,0.177,0.394,93.002,4,2021,"Other"
"517",51,"false",0.547,0.794,1,-3.28,1,0.0596,0.0632,4.88e-05,0.196,0.243,142.138,4,2010,"Other"
"518",43,"false",0.501,0.975,2,-3.361,1,0.0941,0.000422,1.53e-06,0.364,0.348,127.964,4,2009,"Rock"
"519",52,"false",0.47,0.612,0,-7.413,1,0.028,0.00668,0,0.14,0.382,153.926,4,2002,"Rock"
"520",35,"false",0.601,0.881,9,-3.592,0,0.0532,0.0224,0,0.135,0.769,122.958,4,2009,"Pop"
"522",14,"false",0.596,0.524,1,-5.218,0,0.0259,0.0404,1.14e-05,0.0707,0.348,120.017,4,2009,"Rock"
"523",8,"false",0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,1991,"Rock"
"524",46,"false",0.574,0.4,2,-8.387,1,0.0273,0.569,6.19e-06,0.164,0.512,146.018,4,2010,"Other"
"525",28,"false",0.41,0.76,7,-4.629,1,0.0366,0.063,0,0.141,0.43,139.998,4,2007,"Both"
"527",10,"false",0.483,0.975,9,-1.333,0,0.356,0.333,0,0.878,0.266,95.439,4,2009,"Pop"
"529",70,"false",0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.992,4,2020,"Pop"
"531",55,"false",0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066,4,2020,"Pop"
"533",15,"false",0.618,0.474,3,-10.574,0,0.0238,0.399,0,0.0882,0.385,82.036,4,2014,"Other"
"534",45,"false",0.707,0.782,0,-5.463,1,0.0613,0.0541,0,0.297,0.79,130.036,4,2015,"Pop"
"536",20,"false",0.557,0.345,7,-14.07,1,0.0287,0.383,0.0046,0.334,0.518,98.442,4,2008,"Pop"
"537",62,"false",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,4,2014,"Pop"
"538",47,"false",0.593,0.425,0,-9.775,1,0.0288,0.29,1.34e-06,0.167,0.268,110.208,4,1995,"Rock"
"539",4,"false",0.624,0.432,8,-16.069,0,0.0318,0.24,0.00181,0.228,0.913,107.064,4,1993,"Both"
"540",56,"false",0.64,0.81,4,-10.19,1,0.033,0.031,2.22e-06,0.0492,0.804,122.868,4,1987,"Both"
"542",12,"false",0.73,0.75,11,-4.878,0,0.0314,0.00595,0,0.31,0.514,127.005,4,2011,"Pop"
"543",44,"false",0.594,0.702,1,-9.894,1,0.0842,0.168,0.109,0.142,0.466,135.406,4,1989,"Rock"
"544",56,"false",0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898,4,1966,"Rock"
"545",17,"false",0.499,0.156,9,-13.523,1,0.0429,0.783,0,0.351,0.439,119.553,4,1996,"Rock"
"546",64,"false",0.513,0.379,0,-9.679,1,0.0314,0.686,2.62e-05,0.417,0.509,135.756,4,2005,"Rock"
"547",42,"false",0.67,0.627,8,-9.497,1,0.0478,0.201,0.00161,0.154,0.582,104.988,4,2000,"Pop"
"549",61,"false",0.65,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.432,123.018,4,2015,"Pop"
"550",20,"false",0.578,0.738,10,-6.83,0,0.0398,0.0345,0.0347,0.0778,0.535,102.863,4,2012,"Pop"
"551",32,"false",0.405,0.938,10,-3.259,1,0.0382,0.00271,0.113,0.118,0.18,173.001,4,2013,"Pop"
"552",75,"false",0.712,0.549,5,-9.484,1,0.0254,0.011,0,0.118,0.552,109.882,4,1997,"Both"
"553",62,"false",0.691,0.581,10,-7.85,1,0.065,0.557,4.62e-05,0.147,0.91,126.615,4,1964,"Other"
"554",44,"false",0.17,0.387,11,-12.791,1,0.0436,0.781,0,0.243,0.246,187.468,4,1990,"Both"
"556",72,"false",0.548,0.703,11,-4.838,0,0.0772,0.0168,2.38e-05,0.143,0.286,104.666,4,2018,"Pop"
"557",73,"false",0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4,2008,"Rock"
"558",54,"false",0.802,0.621,5,-7.932,0,0.0377,0.0975,0.0256,0.0627,0.81,95.906,4,2000,"Other"
"559",26,"false",0.64,0.917,7,-4.98,1,0.0473,0.000111,1.59e-05,0.137,0.405,124.964,4,2021,"Rock"
"561",56,"false",0.727,0.548,10,-7.393,1,0.0291,0.0621,0.516,0.133,0.929,107.826,4,1978,"Other"
"562",41,"false",0.771,0.283,2,-16.326,1,0.0444,0.198,0,0.0888,0.906,77.756,4,1989,"Rock"
"563",85,"false",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4,2014,"Both"
"564",43,"false",0.393,0.958,2,-2.102,1,0.0871,0.00966,0,0.214,0.323,150.074,4,2008,"Pop"
"565",71,"false",0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,4,1979,"Pop"
"566",39,"false",0.565,0.56,7,-5.257,1,0.0268,0.00945,1.21e-06,0.305,0.289,91.967,4,2005,"Both"
"567",68,"false",0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,4,2016,"Pop"
"568",1,"false",0.446,0.399,3,-6.531,1,0.0519,0.837,7.37e-06,0.0982,0.56,88.805,3,2012,"Other"
"569",54,"false",0.855,0.461,10,-13.096,0,0.0564,0.0965,0,0.201,0.833,104.963,4,1987,"Other"
"570",28,"false",0.816,0.885,5,-5.135,1,0.0957,0.229,2.19e-06,0.028,0.964,100.018,4,1982,"Other"
"571",48,"false",0.383,0.328,0,-12.604,1,0.0605,0.739,0.000105,0.152,0.154,145.222,4,2012,"Pop"
"573",45,"false",0.412,0.953,4,-8.103,1,0.533,0.457,0,0.232,0.553,191.718,4,1999,"Other"
"576",64,"false",0.684,0.698,9,-6.219,1,0.041,0.332,5.16e-06,0.122,0.839,132.846,4,1967,"Rock"
"578",65,"false",0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4,2007,"Pop"
"579",49,"false",0.563,0.331,9,-9.681,1,0.0283,0.776,0.000846,0.125,0.608,105.779,4,1968,"Other"
"580",82,"false",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,1999,"Pop"
"581",14,"false",0.5,0.727,5,-7.531,1,0.0327,0.658,0,0.249,0.898,127.927,4,2001,"Both"
"582",50,"false",0.538,0.432,2,-11.882,1,0.0295,0.000185,0.309,0.139,0.116,110.181,4,1987,"Rock"
"584",58,"false",0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927,4,2016,"Pop"
"585",34,"false",0.667,0.698,5,-7.35,0,0.119,0.056,0,0.335,0.662,138.654,4,2008,"Both"
"587",15,"false",0.694,0.753,5,-3.659,1,0.0355,0.02,0,0.166,0.374,114.971,4,2010,"Pop"
"588",80,"false",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4,2011,"Pop"
"590",44,"false",0.827,0.66,10,-6.443,0,0.0529,0.379,1.65e-05,0.277,0.854,121.236,4,2007,"Pop"
"591",66,"false",0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,4,1968,"Rock"
"593",15,"false",0.728,0.487,11,-11.768,1,0.0424,0.441,0.00134,0.24,0.922,124.544,4,2006,"Rock"
"594",49,"false",0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.394,121.02,4,2014,"Pop"
"595",19,"false",0.38,0.915,7,-3.712,1,0.0455,0.0111,0,0.311,0.587,179.913,4,2008,"Rock"
"596",62,"false",0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,4,2021,"Pop"
"597",42,"false",0.57,0.404,8,-13.761,1,0.0361,0.501,0.668,0.104,0.312,125.201,4,1986,"Other"
"598",53,"false",0.679,0.825,0,-5.487,1,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,4,2020,"Pop"
"599",18,"false",0.587,0.939,5,-3.908,0,0.153,0.0177,0,0.168,0.6,180.014,4,2010,"Pop"
"600",25,"false",0.679,0.766,7,-6.684,1,0.128,0.0598,2.62e-05,0.231,0.646,160.961,4,2002,"Pop"
"601",80,"false",0.52,0.652,5,-6.655,1,0.0274,0.339,6.14e-05,0.256,0.722,80.61,4,1990,"Pop"
"603",58,"false",0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,4,1984,"Other"
"604",17,"false",0.386,0.497,7,-9.934,0,0.0511,0.445,0,0.0909,0.239,105.921,4,2021,"Pop"
"605",67,"false",0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,1982,"Rock"
"607",20,"false",0.68,0.988,1,-4.016,1,0.0545,0.0218,0,0.0681,0.764,127.982,4,2005,"Pop"
"609",64,"false",0.445,0.75,6,-7.159,1,0.035,0.00805,0,0.0358,0.466,95.957,4,1979,"Both"
"610",62,"false",0.597,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.276,4,2018,"Pop"
"611",46,"false",0.592,0.868,11,-2.983,1,0.0679,0.00884,0,0.144,0.815,109.985,4,2010,"Both"
"613",70,"false",0.688,0.477,9,-6.684,1,0.036,0.594,0,0.115,0.257,127.866,4,2007,"Pop"
"615",36,"false",0.502,0.874,9,-9.664,1,0.0476,0.65,9.32e-05,0.0775,0.932,200.027,4,1990,"Both"
"616",64,"true",0.525,0.503,5,-7.974,1,0.0272,0.0211,2.47e-05,0.091,0.453,138.856,4,2009,"Rock"
"617",50,"false",0.852,0.591,5,-8.668,0,0.0675,0.103,0.421,0.0468,0.826,115.592,4,1991,"Rock"
"618",34,"false",0.614,0.829,9,-5.042,1,0.339,0.0122,0,0.325,0.608,106.297,4,2006,"Pop"
